,id,frame,area,perimeter,areadiff,perimeterdiff,circularity,historicalRecord,pctarea,pctperimeter,pctcircularity,minPctarea,maxPctcircularity,Mitosis,Pre-Mitosis
0,1,0,1818.5,241.722871427475,,,0.391212834195693,False,,,,,,False,False
1,1,1,1266.0,201.823376490863,-552.5,-39.8994949366118,0.390684380132378,False,-30.382183117954355,-16.506296942853915,-0.13508096287319082,-30.382183117954355,-0.13508096287319082,False,False
2,1,2,1520.5,232.551298552221,254.5,30.727922061358,0.353414337575848,False,20.10268562401263,15.22515508145268,-9.539680737658763,-16.38713225185593,-9.539680737658763,False,False
3,1,3,1620.5,210.40916292849,100.0,-22.142135623731,0.46010294791303,False,6.576783952647158,-9.521398401806314,30.18796890612425,-10.888094583447893,30.18796890612425,False,False
4,1,4,1473.5,239.865007051206,-147.0,29.4558441227157,0.32192271937872,True,-9.071274298056153,13.99931624305113,-30.032458857540124,-18.971679956007705,-8.91067929307463,False,False
5,1,5,1443.0,226.107647738325,-30.5,-13.7573593128807,0.354789783089303,True,-2.069901594842216,-5.73545907425509,10.20961296984979,-20.64888644487215,10.20961296984979,False,False
6,1,6,1613.0,213.338095116624,170.0,-12.7695526217006,0.445484726832156,True,11.781011781011784,-5.6475544942554246,25.56300887616725,-0.4628201172477642,38.38250611572207,False,False
7,1,7,1262.0,192.225396744416,-351.0,-21.1126983722082,0.429312071959418,True,-21.760694358338494,-9.896356466793454,-3.6303500206935957,-22.122801604443076,33.35873677631363,False,False
8,1,8,1952.0,245.965512114594,690.0,53.7401153701779,0.405570778945305,True,54.67511885895404,27.95682374979367,-5.530078133082917,20.45664918235113,25.9838944352911,False,False
9,1,9,1144.5,190.267027304759,-807.5,-55.6984848098353,0.397396473537214,True,-41.36782786885246,-22.644835176683376,-2.015506499099473,-41.36782786885246,23.444680855129185,False,False
10,1,10,1334.0,256.735064736295,189.5,66.4680374315359,0.254402122535647,True,16.55744866754041,34.93408099821269,-35.9827931357263,-31.659836065573764,-28.29496939836843,False,False
11,1,11,1172.5,141.438600180013,-161.5,-115.296464556282,0.736736573915147,True,-12.10644677661169,-44.90873292851858,189.59529369174783,-39.933401639344254,189.59529369174783,False,False
12,1,12,1344.0,171.338095116624,171.5,29.8994949366117,0.575475286652736,True,14.626865671641799,21.13955801213887,-21.88859532321579,-31.147540983606557,126.20695178048287,False,False
13,1,13,716.0,111.882250993908,-628.0,-59.4558441227158,0.718995064173757,True,-46.726190476190474,-34.70089012151468,24.93934680597787,-63.31967213114754,182.62148798424863,False,False
14,1,14,1118.0,164.02438661764,402.0,52.1421356237311,0.522348361234176,True,56.14525139664806,46.60447493729023,-27.350215980350324,-16.815476190476186,105.3239006136768,False,False
15,1,15,1033.0,226.994949366117,-85.0,62.9705627484774,0.252001549225589,True,-7.602862254025045,38.39097590730134,-51.75603717217116,-23.139880952380953,-0.9436137112895482,False,False
16,1,16,1550.5,258.350288425444,517.5,31.3553390593275,0.292004232735437,True,50.096805421103575,13.81323203308562,15.87398316906301,15.364583333333325,15.87398316906301,False,False
17,1,17,1733.5,649.369624409202,183.0,391.019335983758,0.0516743692433944,True,11.802644308287658,151.35238995353407,-82.30355472613556,11.802644308287658,-79.49442398183986,False,False
18,1,18,804.5,150.468037431535,-929.0,-498.901586977667,0.446655630657838,True,-53.59100086530142,-76.82859934071736,764.365907504395,-53.59100086530142,764.365907504395,False,False
19,1,20,578.5,170.066017177982,-113.0,9.79898987322338,0.251422163406692,False,-28.09198259788689,13.024679580448662,-43.71006517114865,-66.62820882607441,386.5510060170335,False,False
20,1,21,514.0,164.852813742386,-64.5,-5.21320343559645,0.237741866680205,False,-11.149524632670705,-3.0653998500712487,-5.4411657831287545,-70.34900490337468,360.076959160166,False,False
21,1,22,1488.5,361.0609665441,974.5,196.208152801714,0.143523506350483,False,189.59143968871595,119.02020253553371,-39.63052938271846,-14.133256417652152,177.74602467707874,False,False
22,1,23,693.5,164.953318805774,-795.0,-196.107647738326,0.320375743773152,False,-53.40947262344642,-54.31427540212199,123.22179266635081,-59.994231323911166,519.9896553437003,False,False
23,1,24,324.0,81.254833995939,-369.5,-83.6984848098351,0.616853272588995,True,-53.28046142754146,-50.740709805533925,92.54056668714892,-78.2331205911992,329.7925045690045,False,False
24,1,25,575.0,139.053823869162,251.0,57.7989898732233,0.373798238225106,True,77.46913580246914,71.13298622468629,-39.40240656319496,-61.370507222035606,160.44391454058706,False,False
25,1,26,1221.0,291.078210486802,646.0,152.02438661764,0.181147168124738,True,112.3478260869565,109.32772820449887,-51.538784937865636,-17.97111185757474,26.214285541755356,False,False
26,2,28,404.5,110.183766184074,,,0.418811480286339,False,,,,,,False,False
27,2,29,618.5,163.497474683058,214.0,53.3137084989848,0.290839161197139,False,52.904820766378236,48.386173703590444,-30.556067613453695,52.904820766378236,-30.556067613453695,False,False
28,2,30,588.5,156.811183182043,-30.0,-6.68629150101523,0.300834528658292,False,-4.850444624090544,-4.089538088570754,3.436733698450567,-4.850444624090544,3.436733698450567,False,False
29,2,31,593.0,159.740115370178,4.5,2.9289321881345,0.292120465165731,False,0.7646559048428259,1.8678082319771638,-2.8966300947651735,-4.122877930476965,0.4405541410991365,False,False
30,2,32,384.0,97.1126983722081,-209.0,-62.6274169979696,0.511816707721173,True,-35.244519392917375,-39.20581680615328,75.2074122676753,-37.914308811641064,75.97929577793316,False,False
31,2,33,886.5,188.811183182043,502.5,91.6984848098351,0.31257813104558,True,130.859375,94.42481400154088,-38.92772034791291,43.330638641875495,7.474567647272834,False,False
32,2,34,1085.5,227.095454429505,199.0,38.2842712474622,0.264574645349279,True,22.447828539199087,20.276485005949073,-15.357275806764992,22.447828539199087,-9.030598128447076,False,False
33,2,35,956.5,220.124891681028,-129.0,-6.97056274847731,0.248131523180188,True,-11.883924458774754,-3.069441775480719,-6.2149274158087024,-11.883924458774754,-6.2149274158087024,False,False
34,2,36,1027.5,228.953318805774,71.0,8.82842712474616,0.246390081802748,True,7.422895974908528,4.010644619663828,-0.7018219028041006,-5.343159834177802,-0.7018219028041006,False,False
35,2,37,752.0,192.568542494924,-275.5,-36.3847763108504,0.254907393132787,True,-26.812652068126518,-15.89178811673657,3.4568401729975884,-30.723169046522337,3.4568401729975884,False,False
36,2,38,537.0,185.112698372208,-215.0,-7.45584412271569,0.196986806833291,True,-28.5904255319149,-3.8717871704889384,-22.7222073034672,-50.52970981114694,-20.050837520727672,False,False
37,2,39,624.0,182.426406871193,87.0,-2.68629150101526,0.235691792282279,True,16.201117318435763,-1.4511654384798844,19.64851660433473,-42.51497005988024,19.64851660433473,False,False
38,2,40,558.0,191.597979746447,-66.0,9.17157287525382,0.191067853950796,True,-10.576923076923073,5.027546742029432,-18.93317450700134,-45.69343065693431,-3.004745839402423,False,False
39,2,41,651.5,195.497474683058,93.5,3.89949493661166,0.214272972351984,True,16.75627240143369,2.035248462312289,12.144962075705212,-36.59367396593674,12.144962075705212,False,False
40,2,42,560.5,186.183766184074,-91.0,-9.31370849898477,0.203248464096473,True,-13.967766692248663,-4.764106807048762,-5.145076457613673,-25.4654255319149,6.375018033548319,False,False
41,2,43,595.0,198.911688245431,34.5,12.7279220613579,0.189030392687182,True,6.155218554861741,6.836214736774271,-6.9954139493729866,-8.672294704528017,-1.0663548166185532,False,False
42,2,44,536.0,183.112698372208,-59.0,-15.7989898732233,0.200938493727259,True,-9.91596638655462,-7.942715690859314,6.299569540535832,-17.728319263238678,6.299569540535832,False,False
43,2,45,571.5,195.01219330882,35.5,11.8994949366117,0.188898269214772,True,6.623134328358216,6.4984542537974255,-5.991995007601492,-12.279355333844977,-0.06989535943493497,False,False
